"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2020,2,3865,9,"F","0",NA,NA,NA,NA,"no plant","3865_2","control",2023,"dormant",1,"Dormant",NA,NA,"3",0,0,1,0
2021,2,3865,9,"F","3",NA,12,0,NA,"","3865_2","control",2023,"alive",1,"Vegetative",0,NA,"3",1,1,1,NA
2022,2,3865,9,"F","3",22.5,24,1,"4.5","","3865_2","control",2023,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2023,2,3865,9,"F","0",NA,NA,NA,NA,"NP","3865_2","control",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2017,7,3886,10,"B","5",NA,17,2,"5","","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2018,7,3886,10,"B","3",24.5,12,2,"4.8","tag says '3886'","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2019,7,3886,10,"B","1",24.5,10.5,1,"5","","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2020,7,3886,10,"B","0",NA,NA,NA,NA,"no plant","3866_7","drought",NA,"dormant",1,"Dormant",NA,NA,"2",1,1,1,1
2021,7,3886,10,"B","2",12.5,15,1,"3","","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2022,7,3886,10,"B","3",55,14,2,"SOS","Tag says 3886, typo? No other 10B/C tag","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2023,7,3886,10,"B","3",38,26,1,"6","","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2024,7,3886,10,"B","5",50.5,25,3,"15","","3866_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,7,3886,10,"B","2",34,21,1,"6.5","tag says 3886","3866_7","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,15,3868,15,"A","4",NA,10.5,2,"5.5","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,NA
2017,15,3868,15,"A","5",NA,14.5,2,"3","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2018,15,3868,15,"A","4",17,16,1,"3.6","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,15,3868,15,"A","2",12.5,8,1,"2.5","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2020,15,3868,15,"A",NA,NA,NA,NA,NA,"","3868_15","drought",NA,NA,NA,NA,NA,NA,"7",2,1,1,1
2021,15,3868,15,"A","7",12,19.5,2,"1","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"8",5,1,1,NA
2022,15,3868,15,"A","8",41,20,5,"SOS","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"6",3,1,1,1
2023,15,3868,15,"A","6",51,17,3,"SOS","not tracking phenology","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"7",4,1,1,1
2024,15,3868,15,"A","7",43,19,4,"11.5","","3868_15","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,15,3868,15,"A","1",NA,14,0,NA,"","3868_15","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,5,3869,18,"E","4",NA,5.7,2,"2.7","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2017,5,3869,18,"E","4",NA,14.5,2,"3.5","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,5,3869,18,"E","1",17,17,0,NA,"","3869_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2019,5,3869,18,"E",NA,NA,NA,NA,NA,"NPNT","3869_5","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020,5,3869,18,"E",NA,NA,NA,NA,NA,"","3869_5","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2021,5,3869,18,"E","1",NA,15,0,NA,"","3869_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,5,3869,18,"E","2",22,15,1,"4","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,0
2023,5,3869,18,"E","2",31,18,2,"SOS","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,5,3869,18,"E","3",21.5,10.5,2,"5.5","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,5,3869,18,"E","1",12,17.5,1,"2.5","","3869_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,1,3871,8,"J","9",NA,9.5,1,"2.8","","3871_1","irrigated",2021,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2017,1,3871,8,"J",NA,NA,NA,NA,NA,"NP/NT","3871_1","irrigated",2021,NA,NA,NA,NA,NA,"4",1,1,1,1
2018,1,3871,8,"J","4",10.5,16.5,1,"1.2","","3871_1","irrigated",2021,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2019,1,3871,8,"J","1",NA,11,0,NA,"","3871_1","irrigated",2021,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2020,1,3871,8,"J",NA,NA,NA,NA,NA,"NPNT","3871_1","irrigated",2021,NA,NA,NA,NA,NA,"0",NA,NA,0,0
2021,1,3871,8,"J","0",NA,NA,NA,NA,"NP","3871_1","irrigated",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,7,3874,8,"C","6",NA,7,1,"2.1","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,7,3874,8,"C","4",NA,22,1,"4","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,7,3874,8,"C","3",33,18,1,"2.8","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,7,3874,8,"C","2",33,21.5,1,"3","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2020,7,3874,8,"C","2",22.3,10.2,1,"2.6","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2021,7,3874,8,"C","3",8,16,1,NA,"","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2022,7,3874,8,"C","4",53,25.5,1,"4.5","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2023,7,3874,8,"C","3",41,20,2,"SOS","","3874_7","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2024,7,3874,8,"C","3",47,28.5,0,"3.5","","3874_7","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,NA,1
2025,7,3874,8,"C","0",NA,NA,NA,NA,"NP","3874_7","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,1,3875,9,"B","7",NA,13.2,3,"3.9","","3875_1","irrigated",2021,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,1,3875,9,"B","2",NA,16,0,NA,"","3875_1","irrigated",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2018,1,3875,9,"B","1",8,8,0,NA,"","3875_1","irrigated",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,1,3875,9,"B","1",NA,14,0,NA,"","3875_1","irrigated",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,1,3875,9,"B","1",NA,15,0,NA,"","3875_1","irrigated",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2021,1,3875,9,"B","0",NA,NA,NA,NA,"NP","3875_1","irrigated",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,12,3876,11,"H","6",NA,7.2,0,NA,"","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,12,3876,11,"H","1",NA,8,0,NA,"","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,12,3876,11,"H","1",12,12,0,NA,"","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",2,1,1,0
2019,12,3876,11,"H","4",22.5,14,2,"3","","3876_12","irrigated",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2020,12,3876,11,"H","0",NA,NA,NA,NA,"no plant","3876_12","irrigated",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2021,12,3876,11,"H","1",NA,14,0,NA,"","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,12,3876,11,"H","1",NA,10.5,0,NA,"","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2023,12,3876,11,"H","0",NA,NA,NA,NA,"NP","3876_12","irrigated",NA,"dormant",1,"Dormant",NA,NA,"2",0,0,1,0
2024,12,3876,11,"H","2",NA,19.5,0,NA,"moss","3876_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,NA
2025,12,3876,11,"H","3",28,17,2,"5","","3876_12","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2016,5,3877,3,"J","3",NA,4,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2017,5,3877,3,"J","2",NA,13,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,5,3877,3,"J","1",8,8,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,5,3877,3,"J","1",NA,11.5,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,5,3877,3,"J","1",NA,11.4,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2021,5,3877,3,"J","1",NA,13,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2022,5,3877,3,"J","3",18.5,21,1,"3","","3877_5","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2023,5,3877,3,"J","1",32,15.5,1,"3.5","","3877_5","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2024,5,3877,3,"J","1",18,10,1,"3.5","","3877_5","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2025,5,3877,3,"J","3",NA,17,0,NA,"","3877_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,1,3878,9,"E","6",NA,12.2,1,"4.5","","3878_1","irrigated",2019,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2017,1,3878,9,"E",NA,NA,NA,NA,NA,"NP/NT","3878_1","irrigated",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2018,1,3878,9,"E",NA,NA,NA,NA,NA,"NP/NT","3878_1","irrigated",2019,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2019,1,3878,9,"E","0",NA,NA,NA,NA,"NP, found tag","3878_1","irrigated",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,1,3879,3,"D","4",NA,17,1,"5.5","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,1,3879,3,"D","3",NA,14.5,1,"3","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,1,3879,3,"D","3",15,12.5,1,"2.2","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2019,1,3879,3,"D","1",15,10,1,"3","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2020,1,3879,3,"D","1",NA,13.7,0,NA,"","3879_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2021,1,3879,3,"D","1",NA,18,0,NA,"","3879_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2022,1,3879,3,"D","2",40,15,1,"5.5","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,1,3879,3,"D","2",36,22,1,"7","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"8",3,1,1,1
2024,1,3879,3,"D","8",26,17.5,3,"7.5","","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,1
2025,1,3879,3,"D","2",25,21,2,"1.5","one if the umbles dead","3879_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2018,15,3881,5,"E","3",19,17,1,"2.7","","3881_15","drought",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,NA
2019,15,3881,5,"E","2",12,12,2,"1","","3881_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2020,15,3881,5,"E","0",NA,NA,NA,NA,"no plant","3881_15","drought",NA,"dormant",1,"Dormant",NA,NA,"3",0,0,1,1
2021,15,3881,5,"E","3",NA,15.5,0,NA,"","3881_15","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2022,15,3881,5,"E","2",NA,23.5,0,NA,"","3881_15","drought",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,0
2023,15,3881,5,"E","3",34,12,2,"SOS","","3881_15","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2024,15,3881,5,"E","3",23,17.5,2,"4.5","spittlebug","3881_15","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,15,3881,5,"E","1",NA,21.5,0,NA,"vole tunnel","3881_15","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2017,15,3882,2,"I","3",NA,15.5,1,"3","","3882_15","drought",NA,"alive",1,"Flowering",1,NA,"4",0,0,1,NA
2018,15,3882,2,"I","4",20,20,0,NA,"","3882_15","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,15,3882,2,"I","1",NA,15,0,NA,"","3882_15","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2020,15,3882,2,"I","2",NA,10.5,0,NA,"1 eaten leaf","3882_15","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2021,15,3882,2,"I","2",19.5,14,1,"3","","3882_15","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,0
2022,15,3882,2,"I","4",43,25,2,"SOS","","3882_15","drought",NA,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2023,15,3882,2,"I","5",41,20,4,"SOS","","3882_15","drought",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2024,15,3882,2,"I","5",2,19.5,2,"6","","3882_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,15,3882,2,"I","0",NA,NA,NA,NA,"NP tag pulled vole digging","3882_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,14,3885,9,"D","3",NA,6.5,0,NA,"","3885_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,NA
2017,14,3885,9,"D","3",NA,22,2,"2.5","","3885_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2018,14,3885,9,"D","1",13,13,0,NA,"","3885_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,14,3885,9,"D","1",NA,22.5,0,NA,"","3885_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,14,3885,9,"D",NA,NA,NA,NA,NA,"npnt","3885_14","drought",NA,NA,NA,NA,NA,NA,"2",0,0,1,0
2021,14,3885,9,"D","2",NA,21,0,NA,"","3885_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,14,3885,9,"D","2",47,21,1,"5","","3885_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,14,3885,9,"D","2",47.5,32,1,"7.5","stalk broken","3885_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,14,3885,9,"D","1",NA,25,0,NA,"very close to Dactylis","3885_14","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,NA,1
2025,14,3885,9,"D","0",NA,NA,NA,NA,"NP","3885_14","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,7,3886,10,"B","8",NA,6.5,1,"10","","3886_7","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2017,6,3887,16,"D","2",NA,14.5,1,"2.5","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2018,6,3887,16,"D","3",18,11,2,"3.7","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2019,6,3887,16,"D","3",21.5,10,2,"3.5","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2020,6,3887,16,"D","5",24,8.6,2,"SOS","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2021,6,3887,16,"D","3",30,14,2,"SOS","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2022,6,3887,16,"D","4",60,10,3,"SOS","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2023,6,3887,16,"D","4",44,17,3,"SOS","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2024,6,3887,16,"D","5",37,7.5,2,"4","longest leaf senesced; measured second longest","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,6,3887,16,"D","3",17,17,1,"2","","3887_6","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,5,3888,17,"I","2",NA,10.5,2,"3","","3888_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2018,5,3888,17,"I","2",10,9,1,"1.7","","3888_5","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2019,5,3888,17,"I","0",NA,NA,NA,NA,"no plant","3888_5","drought",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,1
2020,5,3888,17,"I",NA,NA,NA,NA,NA,"","3888_5","drought",NA,NA,NA,NA,NA,NA,"0",NA,NA,1,NA
2021,5,3888,17,"I","0",NA,NA,NA,NA,"NP","3888_5","drought",NA,"dormant",1,"Dormant",NA,NA,"1",1,1,1,NA
2022,5,3888,17,"I","1",21,12,1,"3.5","Yes plant in 2022","3888_5","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2023,5,3888,17,"I","5",42,17,3,"SOS","1 dead umbel","3888_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,5,3888,17,"I","3",32.5,15,2,"6","small umbel is dead","3888_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2025,5,3888,17,"I","3",15,15,2,"0","","3888_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,2,3891,0,"J","2",NA,16.5,0,NA,"","3891_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2018,2,3891,0,"J","1",17.5,17.5,0,NA,"","3891_2","control",NA,"alive",1,"Vegetative",0,NA,"1",1,1,1,0
2019,2,3891,0,"J","1",18,12,1,"3","","3891_2","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,2,3891,0,"J","1",NA,10.5,0,NA,"","3891_2","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2021,2,3891,0,"J","3",NA,13,0,NA,"","3891_2","control",NA,"alive",1,"Vegetative",0,NA,"1",1,1,1,0
2022,2,3891,0,"J","1",22,12.5,1,"4","","3891_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2023,2,3891,0,"J","1",30,14,1,"6","didn't track phenology","3891_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2024,2,3891,0,"J","1",30,17.5,1,"5","","3891_2","control",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,2,3891,0,"J","0",NA,NA,NA,NA,"NP","3891_2","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021,15,3892,0,"B","3",22.5,13.5,1,"1.5","","3892_15","drought",NA,"alive",1,"Flowering",1,NA,"6",3,1,1,NA
2022,15,3892,0,"B","6",42,21,3,"SOS","","3892_15","drought",NA,"alive",1,"Flowering",1,NA,"8",3,1,1,1
2023,15,3892,0,"B","8",50,17,3,"SOS","","3892_15","drought",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2024,15,3892,0,"B","4",44.5,20,3,"13.5","spittlebug","3892_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,15,3892,0,"B","0",NA,NA,NA,NA,"NP","3892_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,15,3894,12,"G","3",NA,4.5,1,"1.5","Dehydrated","3894_15","drought",2019,"alive",1,"Flowering",1,NA,"5",2,1,1,NA
2017,15,3894,12,"G","5",NA,18,2,"2","","3894_15","drought",2019,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2018,15,3894,12,"G",NA,NA,NA,NA,NA,"no plant no tag","3894_15","drought",2019,NA,NA,NA,NA,NA,"0",NA,NA,0,1
2019,15,3894,12,"G","0",NA,NA,NA,NA,"found tag, no plant","3894_15","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2017,5,3896,10,"F","3",NA,8,1,"2","","3896_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2018,5,3896,10,"F","1",12,12,0,NA,"","3896_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2019,5,3896,10,"F","0",NA,NA,NA,NA,"no plant","3896_5","drought",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,5,3896,10,"F",NA,NA,NA,NA,NA,"","3896_5","drought",NA,NA,NA,NA,NA,NA,"2",1,1,1,NA
2021,5,3896,10,"F","2",NA,16,1,NA,"","3896_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2022,5,3896,10,"F","3",23,12,2,"SOS","","3896_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2023,5,3896,10,"F","3",33,14.5,2,"SOS","1 umbel dead","3896_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2024,5,3896,10,"F",NA,NA,NA,NA,NA,"NPNT","3896_5","drought",NA,NA,NA,NA,NA,NA,"2",1,1,1,1
2025,5,3896,10,"F","2",9.5,9,1,"2","","3896_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2016,15,3900,11,"F","3",NA,6,0,NA,"","3900_15","drought",NA,"alive",1,"Vegetative",0,NA,"5",1,1,1,NA
2017,15,3900,11,"F","5",NA,10.5,1,"2.2","","3900_15","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,0
2018,15,3900,11,"F","3",11,11,0,NA,"","3900_15","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2019,15,3900,11,"F","0",NA,NA,NA,NA,"","3900_15","drought",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,15,3900,11,"F",NA,NA,NA,NA,NA,"","3900_15","drought",NA,NA,NA,NA,NA,NA,"3",0,0,1,NA
2021,15,3900,11,"F","3",NA,14,0,NA,"","3900_15","drought",NA,"alive",1,"Vegetative",0,NA,"4",2,1,1,NA
2022,15,3900,11,"F","4",29,15,2,"SOS","","3900_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2023,15,3900,11,"F","0",NA,NA,NA,NA,"NP","3900_15","drought",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,1
2024,15,3900,11,"F",NA,NA,NA,NA,NA,"NPNT","3900_15","drought",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA
2025,15,3900,11,"F","0",NA,NA,NA,NA,"NP tag pulled","3900_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,1,3902,15,"J","1",NA,12,0,NA,"","3902_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,1,3902,15,"J","1",NA,20.5,0,NA,"","3902_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,1,3902,15,"J","2",29,7,1,"8","","3902_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2024,1,3902,15,"J","1",NA,20.5,0,NA,"accidentally pulled when measuring","3902_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,NA,1
2025,1,3902,15,"J","0",NA,NA,NA,NA,"NP","3902_1","irrigated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021,2,3905,1,"D","2",NA,11,0,NA,"","3905_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2022,2,3905,1,"D","2",NA,13.5,0,NA,"","3905_2","control",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2023,2,3905,1,"D","0",NA,NA,NA,NA,"NP","3905_2","control",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2024,2,3905,1,"D",NA,NA,NA,NA,NA,"NPNT; moss","3905_2","control",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA
2025,2,3905,1,"D","0",NA,NA,NA,NA,"NP, moss","3905_2","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,3,3906,1,"C","1",NA,7,1,"1.5","","3906_3","control",2024,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2018,3,3906,1,"C","3",14,14,0,NA,"","3906_3","control",2024,"alive",1,"Vegetative",0,NA,"2",1,1,1,1
2019,3,3906,1,"C","2",15,11,1,"2.5","","3906_3","control",2024,"alive",1,"Flowering",1,NA,"2",0,0,1,0
2020,3,3906,1,"C","2",NA,12.2,0,NA,"","3906_3","control",2024,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2021,3,3906,1,"C","2",NA,20.5,0,NA,"","3906_3","control",2024,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2022,3,3906,1,"C","2",38,17,1,"4","","3906_3","control",2024,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,3,3906,1,"C","2",39,22.5,1,"5.5","","3906_3","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2024,3,3906,1,"C","0",NA,NA,NA,NA,"NP","3906_3","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2017,5,3907,16,"B","2",NA,11.5,1,"3.5","","3907_5","drought",2018,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2018,5,3907,16,"B","0",NA,NA,NA,NA,"no plant","3907_5","drought",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,2,3908,8,"B","6",NA,6.5,0,NA,"","3908_2","control",2017,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2017,2,3908,8,"B","0",NA,NA,NA,NA,"No plant/dead?","3908_2","control",2017,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,14,3913,5,"E","10",NA,7.3,2,"3.1","","3913_14","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2017,14,3913,5,"E","3",NA,20,0,NA,"","3913_14","drought",NA,"alive",1,"Vegetative",0,NA,"5",2,1,1,1
2018,14,3913,5,"E","5",28,13.5,2,"3","","3913_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
