"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2024,13,3026,3,"E","2",18.5,16.5,1,"3","","3026_13","control",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2025,13,3026,3,"E","5",24,15,3,"7","","3026_13","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,13,3027,0,"C","3",NA,6.5,1,"2.1","3 stalks","3027_13","control",2023,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2017,13,3027,0,"C","4",NA,11,2,"3","","3027_13","control",2023,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,13,3027,0,"C","2",14,14,0,NA,"","3027_13","control",2023,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,13,3027,0,"C","1",NA,12,0,NA,"","3027_13","control",2023,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,13,3027,0,"C","1",NA,8.5,0,NA,"","3027_13","control",2023,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2021,13,3027,0,"C","3",NA,12.5,0,NA,"","3027_13","control",2023,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2022,13,3027,0,"C","1",NA,12.5,0,NA,"","3027_13","control",2023,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2023,13,3027,0,"C","0",NA,NA,NA,NA,"NP","3027_13","control",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,14,3032,6,"B","4",NA,8,2,"2.5","","3032_14","drought",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,14,3032,6,"B","3",NA,14,1,"4.5","","3032_14","drought",2023,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,14,3032,6,"B","1",5.5,5.5,0,NA,"","3032_14","drought",2023,"alive",1,"Vegetative",0,NA,"4",2,1,1,1
2019,14,3032,6,"B","4",21,9,2,"2.5","","3032_14","drought",2023,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,14,3032,6,"B","1",NA,13.6,0,NA,"","3032_14","drought",2023,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2021,14,3032,6,"B",NA,NA,NA,NA,NA,"NPNT","3032_14","drought",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022,14,3032,6,"B",NA,NA,NA,NA,NA,"NPNT","3032_14","drought",2023,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2023,14,3032,6,"B","0",NA,NA,NA,NA,"NP. Tag pulled.","3032_14","drought",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2017,5,3034,8,"G","6",NA,12,0,NA,"","3034_5","drought",2019,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2018,5,3034,8,"G","1",6.5,6.5,0,NA,"","3034_5","drought",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2019,5,3034,8,"G","0",NA,NA,NA,NA,"no plant","3034_5","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,14,3035,3,"B","3",NA,7.5,0,NA,"","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,14,3035,3,"B","1",NA,4,0,NA,"","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2018,14,3035,3,"B","2",15,15.5,0,NA,"","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2019,14,3035,3,"B","3",14,11,1,"2","","3035_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,14,3035,3,"B","1",NA,12,0,NA,"","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2021,14,3035,3,"B","3",NA,16,0,NA,"","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"6",3,1,1,0
2022,14,3035,3,"B","6",44,14,3,"SOS","","3035_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,14,3035,3,"B","2",37.5,20,1,"4","","3035_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,14,3035,3,"B","1",NA,18.5,0,NA,"moss","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2025,14,3035,3,"B","2",NA,17,0,NA,"moss","3035_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,3,3036,2,"B","12",NA,10.6,NA,NA,"2 stalks, top has been eaten","3036_3","control",NA,"alive",1,NA,NA,NA,"0",NA,NA,1,NA
2017,3,3036,2,"B","0",NA,NA,NA,NA,"No plant/dead?","3036_3","control",NA,"dormant",1,"Dormant",NA,NA,"2",0,0,1,NA
2018,3,3036,2,"B","2",14,14,0,NA,"","3036_3","control",NA,"alive",1,"Vegetative",0,NA,"1",NA,NA,1,NA
2019,3,3036,2,"B","1",NA,8,NA,NA,"no plant","3036_3","control",NA,"alive",1,NA,NA,NA,NA,NA,NA,NA,0
2020,3,3036,2,"B",NA,NA,NA,NA,NA,"npnt","3036_3","control",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2021,3,3036,2,"B","1",NA,19.5,0,NA,"replacing 3036","3036_3","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,3,3036,2,"B","1",NA,22,0,NA,"was replaced by 3762 in 2021, but this year found both tags, and point at the same plant. Pulled the replacement tag","3036_3","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2023,3,3036,2,"B","1",NA,12,0,NA,"","3036_3","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2024,3,3036,2,"B",NA,NA,NA,NA,NA,"NPNT","3036_3","control",NA,NA,NA,NA,NA,NA,"1",0,0,1,0
2025,3,3036,2,"B","1",NA,22,0,NA,"","3036_3","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,5,3040,12,"D","3",NA,7.1,0,NA,"","3040_5","drought",2022,"alive",1,"Vegetative",0,NA,"4",2,1,1,NA
2017,5,3040,12,"D","4",NA,8.5,2,"2","","3040_5","drought",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2018,5,3040,12,"D","0",NA,NA,NA,NA,"no plant","3040_5","drought",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2019,5,3040,12,"D","1",NA,12,0,NA,"","3040_5","drought",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,5,3040,12,"D",NA,NA,NA,NA,NA,"","3040_5","drought",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021,5,3040,12,"D",NA,NA,NA,NA,NA,"NPNT","3040_5","drought",2022,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2022,5,3040,12,"D","0",NA,NA,NA,NA,"NP. Tag pulled","3040_5","drought",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2021,13,3042,14,"B","2",NA,17,0,NA,"","3042_13","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,13,3042,14,"B","2",31.5,11,1,"3","","3042_13","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2023,13,3042,14,"B",NA,NA,NA,NA,NA,"NPNT","3042_13","control",NA,NA,NA,NA,NA,NA,"2",1,1,1,1
2024,13,3042,14,"B","2",24,11,1,"2","BTP in phen","3042_13","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2025,13,3042,14,"B","1",NA,21,0,NA,"","3042_13","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,7,3044,7,"D","5",NA,9,1,"3.5","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2017,7,3044,7,"D","2",NA,20,1,"2","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2018,7,3044,7,"D","4",28,22.5,1,"5.2","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,7,3044,7,"D","2",22,18,1,"3","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2020,7,3044,7,"D","2",NA,13.1,0,NA,"","3044_7","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2021,7,3044,7,"D","1",NA,18.5,0,NA,"","3044_7","drought",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,0
2022,7,3044,7,"D","3",47.5,25.5,2,"SOS","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2023,7,3044,7,"D","3",55,30.5,2,"SOS","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2024,7,3044,7,"D","4",60,28,3,"10.5","","3044_7","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,7,3044,7,"D","3",33,18,1,NA,"umbel dead","3044_7","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,1,3046,8,"B","1",NA,11,0,NA,"","3046_1","irrigated",2020,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2018,1,3046,8,"B","2",9,9,0,NA,"","3046_1","irrigated",2020,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2019,1,3046,8,"B","2",NA,14,0,NA,"","3046_1","irrigated",2020,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2020,1,3046,8,"B","0",NA,NA,NA,NA,"no plant","3046_1","irrigated",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2018,15,3047,14,"J","2",14,14,0,NA,"","3047_15","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2019,15,3047,14,"J","1",NA,14,0,NA,"","3047_15","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,15,3047,14,"J",NA,NA,NA,NA,NA,"","3047_15","drought",NA,NA,NA,NA,NA,NA,"2",2,1,1,0
2021,15,3047,14,"J","2",23,13.5,2,"SOS","","3047_15","drought",NA,"alive",1,"Flowering",1,NA,"6",3,1,1,NA
2022,15,3047,14,"J","6",49,24,3,"SOS","","3047_15","drought",NA,"alive",1,"Flowering",1,NA,"9",3,1,1,1
2023,15,3047,14,"J","9",44,21,3,"SOS","","3047_15","drought",NA,"alive",1,"Flowering",1,NA,"9",5,1,1,1
2024,15,3047,14,"J","9",16.5,26,5,"21","","3047_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2025,15,3047,14,"J",NA,NA,NA,NA,NA,"NPNT vole","3047_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021,6,3048,8,"J","2",NA,17,0,NA,"","3048_6","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,6,3048,8,"J","1",NA,20,0,NA,"outside plot","3048_6","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,6,3048,8,"J","2",31,11,1,"5","not tracked for phenology. Outside plot.","3048_6","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2024,6,3048,8,"J","2",55,18.5,1,"6","stalk broke when measuring","3048_6","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,6,3048,8,"J","1",25,16,1,"4","","3048_6","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2019,12,3049,15,"B","2",NA,10.5,0,NA,"Found tagged in plot, but not on last year's data sheet","3049_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2020,12,3049,15,"B","1",NA,9.1,0,NA,"","3049_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2021,12,3049,15,"B","1",NA,11,0,NA,"","3049_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2022,12,3049,15,"B","2",NA,27,0,NA,"","3049_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,12,3049,15,"B","2",44,27,1,"6","","3049_12","irrigated",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2024,12,3049,15,"B","0",NA,NA,NA,NA,"NP","3049_12","irrigated",NA,"dormant",1,"Dormant",NA,NA,"3",0,0,1,1
2025,12,3049,15,"B","3",NA,23,0,NA,"","3049_12","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,15,3052,3,"J","7",NA,8,1,"2","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,15,3052,3,"J","4",NA,10,1,"2","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,15,3052,3,"J","2",16.5,16.5,0,NA,"","3052_15","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2019,15,3052,3,"J","3",9.5,13,1,"1","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2020,15,3052,3,"J","2",12.5,17.8,1,"0","eaten umbel and stalk","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2021,15,3052,3,"J","3",20.5,19.5,1,"3.5","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2022,15,3052,3,"J","4",41,20,2,"SOS","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2023,15,3052,3,"J","5",46,21,4,"SOS","1 umbel dead","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,15,3052,3,"J","2",41,23,1,"5","","3052_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,15,3052,3,"J","0",NA,NA,NA,NA,"NP","3052_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021,2,3053,14,"B","1",NA,15,2,NA,"umbles dead","3053_2","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,1,NA
2022,2,3053,14,"B","0",NA,NA,NA,NA,"NP","3053_2","control",2024,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2023,2,3053,14,"B","1",NA,13,0,NA,"","3053_2","control",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2024,2,3053,14,"B","0",NA,NA,NA,NA,"NP","3053_2","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,3,3056,0,"B","8",NA,7.4,0,NA,"","3056_3","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2017,3,3056,0,"B","2",NA,13.5,0,NA,"","3056_3","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2018,3,3056,0,"B","3",16.5,16.5,0,NA,"","3056_3","control",NA,"alive",1,"Vegetative",0,NA,"4",0,0,1,0
2019,3,3056,0,"B","4",NA,11.5,0,NA,"","3056_3","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,3,3056,0,"B",NA,NA,NA,NA,NA,"NPNT","3056_3","control",NA,NA,NA,NA,NA,NA,"3",0,0,1,0
2021,3,3056,0,"B","3",NA,19,0,NA,"","3056_3","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,3,3056,0,"B","2",39,17,1,"6","","3056_3","control",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,0
2023,3,3056,0,"B","3",36,23.5,1,"7","","3056_3","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,3,3056,0,"B","2",34,15.5,1,"4","","3056_3","control",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,3,3056,0,"B","0",NA,NA,NA,NA,"NP","3056_3","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,14,3058,2,"A","6",NA,5.7,1,"5","","3058_14","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,14,3058,2,"A","2",NA,12,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,"5",1,1,1,1
2018,14,3058,2,"A","5",19.5,14,1,"2.5","","3058_14","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,0
2019,14,3058,2,"A","2",NA,7,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2020,14,3058,2,"A","2",NA,10.6,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2021,14,3058,2,"A","3",NA,16,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2022,14,3058,2,"A","2",NA,18.5,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,0
2023,14,3058,2,"A","3",30,19.5,2,"SOS","are both dead? No explanation for NA","3058_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2024,14,3058,2,"A","2",28,11.5,1,"3","","3058_14","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2025,14,3058,2,"A","3",NA,23.5,0,NA,"","3058_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2017,9,3059,11,"0.21","3",NA,20,1,"3.5","Ycoord= distance from quadrat (m)","3059_9","irrigated",2021,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2018,9,3059,11,"0.21","2",19,19,0,NA,"","3059_9","irrigated",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,9,3059,11,"0.21","1",NA,9.5,0,NA,"","3059_9","irrigated",2021,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2020,9,3059,11,"0.21","2",NA,13,0,NA,"1 leaf ripped off","3059_9","irrigated",2021,"alive",1,"Vegetative",0,NA,NA,NA,NA,0,0
2021,9,3059,11,"0.21",NA,NA,NA,NA,NA,"NPNT ,maybe new 3731 or 3770","3059_9","irrigated",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,5,3060,14,"D","5",NA,8,1,"2.5","","3060_5","drought",2023,"alive",1,"Flowering",1,NA,"1",1,1,1,NA
2018,5,3060,14,"D","1",8,7,1,"2.5","","3060_5","drought",2023,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2019,5,3060,14,"D","1",NA,9,0,NA,"","3060_5","drought",2023,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2020,5,3060,14,"D",NA,NA,NA,NA,NA,"","3060_5","drought",2023,NA,NA,NA,NA,NA,"0",NA,NA,1,0
2021,5,3060,14,"D","0",NA,NA,NA,NA,"NP","3060_5","drought",2023,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,NA
2022,5,3060,14,"D",NA,NA,NA,NA,NA,"NPNT","3060_5","drought",2023,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2023,5,3060,14,"D","0",NA,NA,NA,NA,"NP. Tag pulled.","3060_5","drought",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,13,3061,19,"E","3",NA,5.6,0,NA,"","3061_13","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,13,3061,19,"E","1",NA,5.5,0,NA,"","3061_13","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,13,3061,19,"E","1",9.5,9.5,0,NA,"18C","3061_13","control",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2019,13,3061,19,"E","0",NA,NA,NA,NA,"no plant","3061_13","control",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,13,3061,19,"E",NA,NA,NA,NA,NA,"","3061_13","control",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2021,13,3061,19,"E","1",NA,5,0,NA,"","3061_13","control",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2022,13,3061,19,"E","0",NA,NA,NA,NA,"NP","3061_13","control",NA,"dormant",1,"Dormant",NA,NA,"5",3,1,1,0
2023,13,3061,19,"E","5",40,15,3,"SOS","","3061_13","control",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,NA
2024,13,3061,19,"E","0",NA,NA,NA,NA,"NP","3061_13","control",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2025,13,3061,19,"E","1",NA,20.5,0,NA,"in 18E","3061_13","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2021,14,3062,19,"G","1",NA,15.5,0,NA,"","3062_14","drought",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,14,3062,19,"G","0",NA,NA,NA,NA,"NP","3062_14","drought",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,15,3063,1,"J","3",NA,17.5,1,"6.5","","3063_15","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,NA
2017,15,3063,1,"J","1",NA,14,1,"3.5","","3063_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2018,15,3063,1,"J","0",NA,NA,NA,NA,"no plant","3063_15","drought",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2019,15,3063,1,"J","1",NA,15.5,0,NA,"","3063_15","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,15,3063,1,"J",NA,NA,NA,NA,NA,"no plant","3063_15","drought",NA,NA,NA,NA,NA,NA,"2",0,0,1,0
2021,15,3063,1,"J","2",NA,13,0,NA,"may be new plant?","3063_15","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,NA
2022,15,3063,1,"J","3",47,22,1,"7","maybe new plant? ","3063_15","drought",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,0
2023,15,3063,1,"J","2",45,18.5,2,"SOS","1 umbel dead","3063_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,15,3063,1,"J","2",33,20.5,1,"4","","3063_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2025,15,3063,1,"J",NA,NA,NA,NA,NA,"NPNT vole tunnels","3063_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,4,3064,1,"H","3",NA,3.5,NA,NA,"","3064_4","irrigated",NA,"alive",1,NA,NA,NA,"2",0,0,1,NA
2017,4,3064,1,"H","2",NA,9,0,NA,"","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2018,4,3064,1,"H","3",14,14,0,NA,"","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2019,4,3064,1,"H","2",NA,14,0,NA,"","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",1,1,1,0
2020,4,3064,1,"H","4",23.4,12.3,1,"2.2","","3064_4","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,0
2021,4,3064,1,"H","3",22,19.5,1,"4","","3064_4","irrigated",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2022,4,3064,1,"H","3",NA,11.5,0,NA,"under hose","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2023,4,3064,1,"H","1",NA,16,0,NA,"under hose","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2024,4,3064,1,"H","1",NA,13,0,NA,"","3064_4","irrigated",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,NA,0
2025,4,3064,1,"H","0",NA,NA,NA,NA,"NP","3064_4","irrigated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,15,3065,2,"F","4",NA,6.5,2,"3.9","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"7",6,1,1,NA
2017,15,3065,2,"F","7",NA,14,6,"6","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"13",6,1,1,1
2018,15,3065,2,"F","13",31,21,6,"3.8","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"10",5,1,1,1
2019,15,3065,2,"F","10",32.5,18.5,5,"5","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"9",3,1,1,1
2020,15,3065,2,"F","9",32,13.2,3,"SOS","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"10",5,1,1,1
2021,15,3065,2,"F","10",26,13,5,"SOS","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"9",3,1,1,1
2022,15,3065,2,"F","9",38,22,3,"SOS","","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"10",6,1,1,1
2023,15,3065,2,"F","10",60,20,6,"SOS","1 umbel dead","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"16",9,1,1,1
2024,15,3065,2,"F","16",44.5,6,9,"30","spittlebug","3065_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,15,3065,2,"F","0",NA,NA,NA,NA,"NP tag pulled vole digging","3065_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019,14,3066,17,"B","3",NA,17,0,NA,"","3066_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2020,14,3066,17,"B","2",25,12.5,1,"4.5","","3066_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2021,14,3066,17,"B","1",NA,19,0,NA,"","3066_14","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2022,14,3066,17,"B","0",NA,NA,NA,NA,"NP","3066_14","drought",NA,"dormant",1,"Dormant",NA,NA,"3",1,1,1,0
2023,14,3066,17,"B","3",49.5,16.5,1,"6","","3066_14","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2024,14,3066,17,"B",NA,NA,NA,NA,NA,"NPNT","3066_14","drought",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1
2025,14,3066,17,"B","0",NA,NA,NA,NA,"NP","3066_14","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,5,3067,16,"F","6",NA,10,1,"2.2","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2017,5,3067,16,"F","2",NA,11.5,1,"2","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,5,3067,16,"F","3",13.5,7.5,1,"2.5","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2019,5,3067,16,"F","1",NA,12,0,NA,"","3067_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2020,5,3067,16,"F",NA,NA,NA,NA,NA,"","3067_5","drought",NA,NA,NA,NA,NA,NA,"2",1,1,1,0
2021,5,3067,16,"F","2",23,12,1,"5","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2022,5,3067,16,"F","5",28,14,3,"SOS","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"3",3,1,1,1
2023,5,3067,16,"F","3",34,13,3,"SOS","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,5,3067,16,"F","3",17,10.5,2,"2.5","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2025,5,3067,16,"F","3",15.5,13,2,"4.5","","3067_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,15,3068,6,"I","3",NA,14.1,1,"5.5","","3068_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,15,3068,6,"I","3",NA,14,1,"4","","3068_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,15,3068,6,"I","3",17,14,1,"2.3","","3068_15","drought",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,1
2019,15,3068,6,"I","2",26,13.5,2,"3.5","","3068_15","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
