"Year","Plot","trt","plantid","Xcoor","Ycoor","Height","No.stems","No.stemsT1","No.panicles","No.paniclesT1","stage","survT","survT1","pflowerT","pflowerT1","first_year_seen","Notes"
2017,"12","irrigated","12_19C",19,"C",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing (or Poa)"
2016,"12","irrigated","12_19G",19,"G",84,3,NA,3,NA,"small","1","0","1",NA,2016,""
2017,"12","irrigated","12_19G",19,"G",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing (or Poa)"
2016,"12","irrigated","12_19I",19,"I",69,16,1,4,1,"medium","1","1","1","1",2016,"Partially out of plot"
2017,"12","irrigated","12_19I",19,"I",39,1,1,1,0,"small","1","1","1","0",2016,"Out of plot"
2018,"12","irrigated","12_19I",19,"I",31.5,1,NA,0,NA,"small","1","0","0",NA,2016,""
2019,"12","irrigated","12_19I",19,"I",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"MISSING"
2017,"12","irrigated","12_19K",19,"K",53,6,3,4,0,"small","1","1","1","0",2017,"Diversity plot (distance from demography plot)"
2018,"12","irrigated","12_19K",19,"K",44,3,3,0,0,"small","1","1","0","0",2017,""
2019,"12","irrigated","12_19K",19,"K",39,3,4,0,0,"small","1","1","0","0",2017,"DIVERSITY PLOT"
2020,"12","irrigated","12_19K",19,"K",51,4,11,0,0,"small","1","1","0","0",2017,"div plot"
2021,"12","irrigated","12_19K",19,"K",64,11,3,0,0,"medium","1","1","0","0",2017,""
2022,"12","irrigated","12_19K",19,"K",53,3,7,0,0,"small","1","1","0","0",2017,"diversity (~19A)"
2023,"12","irrigated","12_19K",19,"K",55,7,7,0,0,"small","1","1","0","0",2017,"19A in diversity"
2024,"12","irrigated","12_19K",19,"K",63,7,NA,0,NA,"small","1",NA,"0",NA,2017,"19A in diversity; closer to 19B, lots of thatch and sedge"
2025,"12","irrigated","12_19K",19,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"NP, 19A in diversity; closer to 19B"
2022,"12","irrigated","12_19P",19,"P",57.5,1,6,0,0,"seedling","1","1","0","0",2022,"in diversity (~19E); new in 2022"
2023,"12","irrigated","12_19P",19,"P",63,6,3,0,1,"small","1","1","0","1",2022,"19E in diversity"
2024,"12","irrigated","12_19P",19,"P",91,3,NA,1,NA,"small","1",NA,"1",NA,2022,"19E in diversity, into buffer"
2025,"12","irrigated","12_19P",19,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"NP, 19E in diversity, into buffer"
2021,"12","irrigated","12_19S",19,"S",62,7,2,0,0,"seedling","1","1","0","0",2021,"In diversity plot."
2022,"12","irrigated","12_19S",19,"S",41,2,3,0,0,"small","1","1","0","0",2021,"diversity (~19H)"
2023,"12","irrigated","12_19S",19,"S",51,3,4,0,0,"small","1","1","0","0",2021,"19H in diversity"
2024,"12","irrigated","12_19S",19,"S",47,4,5,0,0,"small","1","1","0","0",2021,"18H in diversity; fungus"
2025,"12","irrigated","12_19S",19,"S",50,5,NA,0,NA,"small","1",NA,"0",NA,2021,"19H in diversity"
2019,"12","irrigated","12_19T",19,"T",36,2,13,0,3,"seedling","1","1","0","1",2019,"NEW PLANT, DIVERSITY"
2020,"12","irrigated","12_19T",19,"T",76,13,9,3,0,"medium","1","1","1","0",2019,"div plot, plant extends in to 18 I"
2021,"12","irrigated","12_19T",19,"T",67,9,5,0,0,"medium","1","1","0","0",2019,""
2022,"12","irrigated","12_19T",19,"T",58,5,NA,0,NA,"small","1","0","0",NA,2019,"diversity (~19I)"
2023,"12","irrigated","12_19T",19,"T",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2019,"np. 19I in diversity"
2024,"12","irrigated","12_1G",1,"G",27.5,2,NA,0,NA,"seedling","1",NA,"0",NA,2024,""
2025,"12","irrigated","12_1G",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,"NP"
2023,"12","irrigated","12_2J",2,"J",65,9,7,0,0,"medium","1","1","0","0",2023,"is this new?"
2024,"12","irrigated","12_2J",2,"J",59,7,23,0,0,"small","1","1","0","0",2023,""
2025,"12","irrigated","12_2J",2,"J",82,23,NA,0,NA,"medium","1",NA,"0",NA,2023,""
2017,"12","irrigated","12_8B",8,"B",40,5,1,1,0,"small","1","1","1","0",2017,"New"
2018,"12","irrigated","12_8B",8,"B",30,1,1,0,0,"small","1","1","0","0",2017,""
2019,"12","irrigated","12_8B",8,"B",18,1,5,0,0,"small","1","1","0","0",2017,""
2020,"12","irrigated","12_8B",8,"B",42,5,8,0,0,"small","1","1","0","0",2017,""
2021,"12","irrigated","12_8B",8,"B",58,8,12,0,3,"small","1","1","0","1",2017,""
2022,"12","irrigated","12_8B",8,"B",115,12,29,3,2,"medium","1","1","1","1",2017,""
2023,"12","irrigated","12_8B",8,"B",31,29,33,2,13,"large","1","1","1","1",2017,""
2024,"12","irrigated","12_8B",8,"B",124,33,63,13,11,"large","1","1","1","1",2017,"lots of thatch"
2025,"12","irrigated","12_8B",8,"B",154,63,NA,11,NA,"large","1",NA,"1",NA,2017,""
2016,"13","control","13_12I",12,"I",43,5,3,2,0,"small","1","1","1","0",2016,""
2017,"13","control","13_12I",12,"I",27,3,5,0,0,"small","1","1","0","0",2016,""
2018,"13","control","13_12I",12,"I",21,5,1,0,0,"small","1","1","0","0",2016,""
2019,"13","control","13_12I",12,"I",28,1,1,0,0,"small","1","1","0","0",2016,""
2020,"13","control","13_12I",12,"I",10.5,1,NA,0,NA,"small","1","0","0",NA,2016,""
2021,"13","control","13_12I",12,"I",0,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"NP. Everything nearby very dry"
2016,"13","control","13_13H",13,"H",39,9,3,4,0,"medium","1","1","1","0",2016,""
2017,"13","control","13_13H",13,"H",41,3,1,0,0,"small","1","1","0","0",2016,""
2018,"13","control","13_13H",13,"H",22.5,1,1,0,0,"small","1","1","0","0",2016,""
2019,"13","control","13_13H",13,"H",29,1,NA,0,NA,"small","1","0","0",NA,2016,""
2020,"13","control","13_13H",13,"H",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"missing"
2019,"13","control","13_14C",14,"C",43.5,5,14,1,5,"small","1","1","1","1",2019,"NEW PLANT"
2020,"13","control","13_14C",14,"C",108,14,7,5,1,"medium","1","1","1","1",2019,""
2021,"13","control","13_14C",14,"C",109,7,13,1,1,"small","1","1","1","1",2019,""
2022,"13","control","13_14C",14,"C",82,13,12,1,1,"medium","1","1","1","1",2019,"pancile dead (no seeds)"
2023,"13","control","13_14C",14,"C",56,12,30,1,3,"medium","1","1","1","1",2019,""
2024,"13","control","13_14C",14,"C",90,30,6,3,3,"large","1","1","1","1",2019,""
2025,"13","control","13_14C",14,"C",128,6,NA,3,NA,"small","1",NA,"1",NA,2019,""
2021,"13","control","13_19D",19,"D",30.5,1,NA,NA,NA,"small","1","0",NA,NA,2021,""
2022,"13","control","13_19D",19,"D",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2021,"NP"
2016,"13","control","13_19I",19,"I",61.5,7,5,1,3,"small","1","1","1","1",2016,""
2017,"13","control","13_19I",19,"I",66,5,7,3,0,"small","1","1","1","0",2016,""
2018,"13","control","13_19I",19,"I",29,7,2,0,1,"small","1","1","0","1",2016,""
2019,"13","control","13_19I",19,"I",62.5,2,2,1,1,"small","1","1","1","1",2016,""
2020,"13","control","13_19I",19,"I",102.5,2,5,1,0,"small","1","1","1","0",2016,"another panicle was broken off"
2021,"13","control","13_19I",19,"I",40,5,NA,0,NA,"small","1",NA,"0",NA,2016,""
2022,"13","control","13_19I",19,"I",NA,NA,12,NA,0,NA,NA,"1",NA,"0",2016,"NP"
2023,"13","control","13_19I",19,"I",31,12,1,0,0,"medium","1","1","0","0",2016,""
2024,"13","control","13_19I",19,"I",43,1,NA,0,NA,"small","1",NA,"0",NA,2016,"Maybe the NP in 19I? Very small though"
2024,"13","control","13_19I",19,"I",NA,NA,3,NA,0,NA,NA,"1",NA,"0",2016,"NP"
2025,"13","control","13_19I",19,"I",37,3,NA,0,NA,"small","1",NA,"0",NA,2016,"Maybe the NP in 19I? Very small though and only plant in 19I"
2025,"13","control","13_19I",19,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"NP for 2 years"
2019,"13","control","13_4I",4,"I",30.5,1,NA,0,NA,"seedling","1",NA,"0",NA,2019,"NEW PLANT"
2020,"13","control","13_4I",4,"I",NA,NA,3,NA,0,NA,NA,"1",NA,"0",2019,"missing"
2021,"13","control","13_4I",4,"I",33.5,3,4,0,0,"small","1","1","0","0",2019,""
2022,"13","control","13_4I",4,"I",48,4,8,0,0,"small","1","1","0","0",2019,""
2023,"13","control","13_4I",4,"I",32,8,12,0,1,"small","1","1","0","1",2019,""
2024,"13","control","13_4I",4,"I",79,12,11,1,0,"medium","1","1","1","0",2019,"next to tag 3778"
2025,"13","control","13_4I",4,"I",50,11,NA,0,NA,"medium","1",NA,"0",NA,2019,"next to tag 3778"
2016,"13","control","13_5C",5,"C",33.5,7,NA,3,NA,"small","1","0","1",NA,2016,""
2017,"13","control","13_5C",5,"C",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing (misidentified last year?)"
2016,"13","control","13_5H",5,"H",48,8,5,2,1,"small","1","1","1","1",2016,""
2017,"13","control","13_5H",5,"H",38,5,5,1,0,"small","1","1","1","0",2016,""
2018,"13","control","13_5H",5,"H",28,5,5,0,1,"small","1","1","0","1",2016,""
2019,"13","control","13_5H",5,"H",45.5,5,8,1,4,"small","1","1","1","1",2016,""
2020,"13","control","13_5H",5,"H",118,8,1,4,0,"small","1","1","1","0",2016,""
2021,"13","control","13_5H",5,"H",35.5,1,NA,0,NA,"small","1",NA,"0",NA,2016,""
2022,"13","control","13_5H",5,"H",NA,NA,1,NA,0,NA,NA,"1",NA,"0",2016,"NP"
2023,"13","control","13_5H",5,"H",27,1,2,0,0,"small","1","1","0","0",2016,""
2024,"13","control","13_5H",5,"H",21,2,10,0,2,"small","1","1","0","1",2016,"to right of plant in 4I"
2025,"13","control","13_5H",5,"H",114,10,NA,2,NA,"medium","1",NA,"1",NA,2016,"to right of plant in 4I"
2016,"13","control","13_6H",6,"H",26.5,4,1,1,1,"small","1","1","1","1",2016,""
2017,"13","control","13_6H",6,"H",24.5,1,2,1,0,"small","1","1","1","0",2016,""
2018,"13","control","13_6H",6,"H",15,2,2,0,0,"small","1","1","0","0",2016,""
2019,"13","control","13_6H",6,"H",24,2,2,0,1,"small","1","1","0","1",2016,""
2020,"13","control","13_6H",6,"H",78,2,2,1,1,"small","1","1","1","1",2016,""
2021,"13","control","13_6H",6,"H",59.5,2,1,1,0,"small","1","1","1","0",2016,""
2022,"13","control","13_6H",6,"H",28,1,1,0,0,"small","1","1","0","0",2016,""
2023,"13","control","13_6H",6,"H",27,1,1,0,0,"small","1","1","0","0",2016,""
2024,"13","control","13_6H",6,"H",22,1,NA,0,NA,"small","1",NA,"0",NA,2016,""
2025,"13","control","13_6H",6,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"NP"
2017,"13","control","13_9H",9,"H",44,3,2,1,0,"small","1","1","1","0",2017,"New"
2018,"13","control","13_9H",9,"H",25.5,2,3,0,2,"small","1","1","0","1",2017,""
2019,"13","control","13_9H",9,"H",53.5,3,4,2,1,"small","1","1","1","1",2017,""
2020,"13","control","13_9H",9,"H",120,4,5,1,1,"small","1","1","1","1",2017,""
2021,"13","control","13_9H",9,"H",73.5,5,4,1,1,"small","1","1","1","1",2017,""
2022,"13","control","13_9H",9,"H",86,4,15,1,4,"small","1","1","1","1",2017,"panicle broken off (no seeds)"
2023,"13","control","13_9H",9,"H",37,15,18,4,1,"medium","1","1","1","1",2017,""
2024,"13","control","13_9H",9,"H",66,18,28,1,8,"medium","1","1","1","1",2017,""
2025,"13","control","13_9H",9,"H",103,28,NA,8,NA,"large","1",NA,"1",NA,2017,""
2020,"14","drought","14_0A",0,"A",101,8,6,3,2,"small","1","1","1","1",2020,""
2021,"14","drought","14_0A",0,"A",85.5,6,NA,2,NA,"small","1","0","1",NA,2020,"On nail, almost outside plot"
2022,"14","drought","14_0A",0,"A",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2020,"NP"
2022,"14","drought","14_0D",0,"D",111,2,6,1,4,"small","1","1","1","1",2022,"new in 2022"
2023,"14","drought","14_0D",0,"D",92,6,4,4,2,"small","1","1","1","1",2022,""
2024,"14","drought","14_0D",0,"D",104,4,6,2,3,"small","1","1","1","1",2022,""
2025,"14","drought","14_0D",0,"D",128,6,NA,3,NA,"small","1",NA,"1",NA,2022,""
2024,"14","drought","14_0F",0,"F",47,1,2,0,1,"seedling","1","1","0","1",2024,"maybe not a baby - doesn't seem like part of 0D clump"
2025,"14","drought","14_0F",0,"F",133,2,NA,1,NA,"small","1",NA,"1",NA,2024,""
2016,"14","drought","14_12I",12,"I",74.5,3,24,2,9,"small","1","1","1","1",2016,""
2017,"14","drought","14_12I",12,"I",72,24,7,9,0,"medium","1","1","1","0",2016,""
2018,"14","drought","14_12I",12,"I",52.5,7,NA,0,NA,"small","1",NA,"0",NA,2016,""
2019,"14","drought","14_12I",12,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"MISSING"
2020,"14","drought","14_12I",12,"I",NA,NA,8,NA,2,NA,NA,"1",NA,"1",2016,"missing"
2021,"14","drought","14_12I",12,"I",110,8,NA,2,NA,"small","1",NA,"1",NA,2016,"Half the clump is in diversity. Lots of Elymus mixed in"
2022,"14","drought","14_12I",12,"I",NA,NA,7,NA,0,NA,NA,"1",NA,"0",2016,"NP"
2023,"14","drought","14_12I",12,"I",52,7,7,0,0,"small","1","1","0","0",2016,"closer to 14J, maybe missed last year"
2024,"14","drought","14_12I",12,"I",46,7,4,0,0,"small","1","1","0","0",2016,"closer to 14J"
2025,"14","drought","14_12I",12,"I",63,4,NA,0,NA,"small","1",NA,"0",NA,2016,""
2016,"14","drought","14_15B",15,"B",100,18,3,5,0,"medium","1","1","1","0",2016,""
2017,"14","drought","14_15B",15,"B",58,3,2,0,0,"small","1","1","0","0",2016,""
2018,"14","drought","14_15B",15,"B",42,2,6,0,0,"small","1","1","0","0",2016,""
2019,"14","drought","14_15B",15,"B",60,6,6,0,3,"small","1","1","0","1",2016,""
2020,"14","drought","14_15B",15,"B",97,6,7,3,1,"small","1","1","1","1",2016,""
2021,"14","drought","14_15B",15,"B",49.5,7,4,1,0,"small","1","1","1","0",2016,""
2022,"14","drought","14_15B",15,"B",74,4,7,0,2,"small","1","1","0","1",2016,""
2023,"14","drought","14_15B",15,"B",74,7,5,2,0,"small","1","1","1","0",2016,""
2024,"14","drought","14_15B",15,"B",50.5,5,12,0,0,"small","1","1","0","0",2016,""
2025,"14","drought","14_15B",15,"B",66,12,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2016,"14","drought","14_15C",15,"C",86,3,4,2,1,"small","1","1","1","1",2016,""
2017,"14","drought","14_15C",15,"C",69,4,9,1,0,"small","1","1","1","0",2016,""
2018,"14","drought","14_15C",15,"C",60.5,9,1,0,0,"medium","1","1","0","0",2016,""
2019,"14","drought","14_15C",15,"C",49,1,1,0,0,"small","1","1","0","0",2016,""
2020,"14","drought","14_15C",15,"C",57,1,2,0,0,"small","1","1","0","0",2016,""
2021,"14","drought","14_15C",15,"C",39,2,NA,0,NA,"small","1","0","0",NA,2016,""
2022,"14","drought","14_15C",15,"C",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"NP"
2019,"14","drought","14_16B",16,"B",64,10,6,2,1,"medium","1","1","1","1",2019,"NEW PLANT"
2020,"14","drought","14_16B",16,"B",89,6,4,1,1,"small","1","1","1","1",2019,""
2021,"14","drought","14_16B",16,"B",69.5,4,4,1,0,"small","1","1","1","0",2019,""
2022,"14","drought","14_16B",16,"B",62,4,10,0,2,"small","1","1","0","1",2019,""
2023,"14","drought","14_16B",16,"B",86,10,5,2,1,"medium","1","1","1","1",2019,""
2024,"14","drought","14_16B",16,"B",96,5,6,1,0,"small","1","1","1","0",2019,"stems far apart but one clump"
2025,"14","drought","14_16B",16,"B",73,6,NA,0,NA,"small","1",NA,"0",NA,2019,"stems far apart, but one clump"
2016,"14","drought","14_16D",16,"D",46,4,2,0,1,"small","1","1","0","1",2016,""
2017,"14","drought","14_16D",16,"D",44,2,2,1,0,"small","1","1","1","0",2016,""
2018,"14","drought","14_16D",16,"D",38,2,1,0,0,"small","1","1","0","0",2016,""
2019,"14","drought","14_16D",16,"D",26,1,NA,0,NA,"small","1","0","0",NA,2016,""
2020,"14","drought","14_16D",16,"D",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"missing"
2016,"14","drought","14_19I",19,"I",91,8,3,3,0,"small","1","1","1","0",2016,""
2017,"14","drought","14_19I",19,"I",48,3,1,0,0,"small","1","1","0","0",2016,""
2018,"14","drought","14_19I",19,"I",8,1,NA,0,NA,"small","1","0","0",NA,2016,"outside of the plot"
2019,"14","drought","14_19I",19,"I",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"MISSING, LOTS OF ELYMUS NEARBY"
2021,"14","drought","14_2B",2,"B",98.5,5,5,0,0,"seedling","1","1","0","0",2021,""
2022,"14","drought","14_2B",2,"B",51,5,4,0,0,"small","1","1","0","0",2021,""
2023,"14","drought","14_2B",2,"B",48,4,2,0,2,"small","1","1","0","1",2021,""
2024,"14","drought","14_2B",2,"B",89.5,2,5,2,1,"small","1","1","1","1",2021,""
2025,"14","drought","14_2B",2,"B",107,5,NA,1,NA,"small","1",NA,"1",NA,2021,""
2017,"14","drought","14_4B",4,"B",59,3,4,2,0,"small","1","1","1","0",2017,"New"
2018,"14","drought","14_4B",4,"B",35.5,4,NA,0,NA,"small","1",NA,"0",NA,2017,""
2019,"14","drought","14_4B",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"MSSING"
2020,"14","drought","14_4B",4,"B",NA,NA,2,NA,0,NA,NA,"1",NA,"0",2017,"missing"
2021,"14","drought","14_4B",4,"B",31,2,NA,0,NA,"small","1","0","0",NA,2017,""
2022,"14","drought","14_4B",4,"B",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2017,"NP, anthoxanthum"
2019,"14","drought","14_6J",6,"J",74,12,18,2,6,"medium","1","1","1","1",2019,""
2020,"14","drought","14_6J",6,"J",140,18,10,6,0,"medium","1","1","1","0",2019,""
2021,"14","drought","14_6J",6,"J",31.5,10,9,0,1,"medium","1","1","0","1",2019,""
2022,"14","drought","14_6J",6,"J",99,9,11,1,1,"medium","1","1","1","1",2019,""
2023,"14","drought","14_6J",6,"J",104,11,4,1,1,"medium","1","1","1","1",2019,""
2024,"14","drought","14_6J",6,"J",101,4,10,1,3,"small","1","1","1","1",2019,""
2025,"14","drought","14_6J",6,"J",97,10,NA,3,NA,"medium","1",NA,"1",NA,2019,""
2016,"14","drought","14_7B",7,"B",123,9,2,4,0,"medium","1","1","1","0",2016,""
2017,"14","drought","14_7B",7,"B",54,2,NA,0,NA,"small","1",NA,"0",NA,2016,""
2018,"14","drought","14_7B",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"no plant"
2019,"14","drought","14_7B",7,"B",NA,NA,3,NA,0,NA,NA,"1",NA,"0",2016,"MISSING"
2020,"14","drought","14_7B",7,"B",26,3,NA,0,NA,"small","1","0","0",NA,2016,""
2021,"14","drought","14_7B",7,"B",0,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"NP"
2016,"14","drought","14_9J",9,"J",113,12,NA,3,NA,"medium","1","0","1",NA,2016,""
2017,"14","drought","14_9J",9,"J",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing "
2020,"14","drought","14_9J",9,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"missing"
2021,"14","drought","14_9J",9,"J",0,NA,2,NA,0,NA,NA,"1",NA,"0",2016,"NP. Lots of Elymus"
2022,"14","drought","14_9J",9,"J",54,2,5,0,0,"small","1","1","0","0",2016,""
2023,"14","drought","14_9J",9,"J",65,5,5,0,0,"small","1","1","0","0",2016,""
2024,"14","drought","14_9J",9,"J",61,5,5,0,0,"small","1","1","0","0",2016,""
2025,"14","drought","14_9J",9,"J",47,5,NA,0,NA,"small","1",NA,"0",NA,2016,""
2021,"15","drought","15_16N",16,"N",108,7,2,5,0,"small","1","1","1","0",2021,"In diversity, in middle with Oregon grape. First year measured, but was probably here previous years (lots of dead stems)"
2022,"15","drought","15_16N",16,"N",68,2,6,0,2,"small","1","1","0","1",2021,""
2023,"15","drought","15_16N",16,"N",47,6,1,2,0,"small","1","1","1","0",2021,"16D in diversity, closer to 14-15"
2024,"15","drought","15_16N",16,"N",38,1,2,0,0,"small","1","1","0","0",2021,"16D in diversity, closer to 14-15"
2025,"15","drought","15_16N",16,"N",56,2,NA,0,NA,"small","1",NA,"0",NA,2021,"16D in diversity, closer to 14-15"
2016,"1","irrigated","1_4F",4,"F",44,4,4,0,1,"small","1","1","0","1",2016,""
2017,"1","irrigated","1_4F",4,"F",43.5,4,2,1,0,"small","1","1","1","0",2016,""
2018,"1","irrigated","1_4F",4,"F",46,2,2,0,0,"small","1","1","0","0",2016,""
2019,"1","irrigated","1_4F",4,"F",37.5,2,1,0,0,"small","1","1","0","0",2016,"DEAD STEM FROM LAST YEAR"
2020,"1","irrigated","1_4F",4,"F",13.5,1,3,0,0,"small","1","1","0","0",2016,""
2021,"1","irrigated","1_4F",4,"F",33.5,3,1,0,0,"small","1","1","0","0",2016,""
2022,"1","irrigated","1_4F",4,"F",29,1,NA,0,NA,"small","1","0","0",NA,2016,""
2023,"1","irrigated","1_4F",4,"F",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"np"
2019,"1","irrigated","1_5B",5,"B",25,5,9,0,3,"seedling","1","1","0","1",2019,"NEW PLANT"
2020,"1","irrigated","1_5B",5,"B",100.5,9,4,3,0,"medium","1","1","1","0",2019,"could possibly be the plant rom 6B, is located in 5B"
2021,"1","irrigated","1_5B",5,"B",42.5,4,1,0,0,"small","1","1","0","0",2019,""
2022,"1","irrigated","1_5B",5,"B",54,1,6,0,0,"small","1","1","0","0",2019,""
2023,"1","irrigated","1_5B",5,"B",42,6,5,0,0,"small","1","1","0","0",2019,""
